head,tail,relation,note
rs12995526,"[['methotrexate', '(PA450428)']]",decreased response to,
rs12995526,"[['ATIC', '(PA25094)']]",belongs to,
rs6878291,"[['platinum', '(PA150595617)']]",decreased response to,
rs6878291,"[['RICTOR', '(PA165660455)']]",belongs to,
CYP2D6 poor metabolizer genotype,"[['risperidone', '(PA451257)']]",increased exposure to,
CYP2D6 poor metabolizer genotype,"[['CYP2D6', '(PA128)']]",belongs to,
rs35599367,"[['risperidone', '(PA451257)']]",decreased clearance of,
rs35599367,"[['CYP3A4', '(PA130)']]",belongs to,
rs1523130,"[['risperidone', '(PA451257)']]",decreased clearance of,
rs1523130,"[['NR1I2', '(PA378)']]",belongs to,
rs2276707,"[['risperidone', '(PA451257)']]",decreased clearance of,
rs2276707,"[['NR1I2', '(PA378)']]",belongs to,
rs2740574,"[['CYP3A4', '(PA130)']]",belongs to,
rs4646437,"[['CYP3A4', '(PA130)']]",belongs to,
rs776746,"[['CYP3A5', '(PA131)']]",belongs to,
rs1057868,"[['POR', '(PA33532)']]",belongs to,
rs7668258,"[['lamotrigine', '(PA450164)']]",decreased clearance of,
rs7668258,"[['UGT2B7', '(PA361)']]",belongs to,
rs35705950,"[['MUC5B', '(PA31321)']]",belongs to,
rs628031,"[['lamotrigine', '(PA450164)']]",increased dose of,
rs628031,"[['SLC22A1', '(PA329)']]",belongs to,
rs28365063,"[['lamotrigine', '(PA450164)']]",increased clearance of,
rs28365063,"[['UGT2B7', '(PA361)']]",belongs to,
rs4792887,"[['CRHR1', '(PA26874)']]",belongs to,
rs3794271,"[['SLCO1C1', '(PA37815)']]",belongs to,
rs4640231,"[['CRHR1', '(PA26874)']]",belongs to,
rs16940686,"[['CRHR1', '(PA26874)']]",belongs to,
rs1800547,"[['MAPT', '(PA238)']]",belongs to,
rs9468,"[['MAPT', '(PA238)']]",belongs to,
rs1052587,"[['MAPT', '(PA238)']]",belongs to,
rs1528072,"[['KANSL1', '(PA142671604)']]",belongs to,
rs2532292,"[['KANSL1', '(PA142671604)']]",belongs to,
rs116855232,"[['mercaptopurine', '(PA450379)']]",decreased dose of,
rs116855232,"[['NUDT15', '(PA134963132)']]",belongs to,
rs112445441,"[['KRAS', '(PA30196)']]",belongs to,
rs1947275,"[['methylphenidate', '(PA450464)']]",increased response to,
rs1947275,"[['ADGRL3', '(PA134968284)']]",belongs to,
rs2307424,"[['NR1I3', '(PA391)']]",belongs to,
rs3003596,"[['efavirenz', '(PA449441)']]",increased metabolism of,
rs3003596,"[['NR1I3', '(PA391)']]",belongs to,
rs2502815,"[['NR1I3', '(PA391)']]",belongs to,
"CYP2D6*1, CYP2D6*10","[['dextromethorphan', '(PA449273)']]",increased exposure to,
"CYP2D6*1, CYP2D6*10","[['CYP2D6', '(PA128)']]",belongs to,
rs717620,"[['tamoxifen', '(PA451581)']]",increased response to,
rs717620,"[['ABCC2', '(PA116)']]",belongs to,
rs4645943,"[['warfarin', '(PA451906)']]",increased dose of,
rs4645943,"[['MYC', '(PA31353)']]",belongs to,
rs4645962,"[['warfarin', '(PA451906)']]",decreased dose of,
rs4645962,"[['MYC', '(PA31353)']]",belongs to,
rs4645974,"[['warfarin', '(PA451906)']]",increased dose of,
rs4645974,"[['MYC', '(PA31353)']]",belongs to,
rs10793902,"[['hydroxyurea', '(PA449942)']]",increased response to,
rs10793902,"[['ASS1', '(PA162376926)']]",belongs to,
rs10901080,"[['hydroxyurea', '(PA449942)']]",increased response to,
rs10901080,"[['ASS1', '(PA162376926)']]",belongs to,
"UGT1A1*1, UGT1A1*28","[['deferasirox', '(PA164760843)']]",decreased concentrations of,
"UGT1A1*1, UGT1A1*28","[['UGT1A1', '(PA420)']]",belongs to,
rs1695,"[['dimethyl', 'fumarate', '(PA166152838)']]",decreased response to,
rs1695,"[['GSTP1', '(PA29028)']]",belongs to,
CYP2D6*17,"[['codeine', '(PA449088)']]",decreased metabolism of,
CYP2D6*17,"[['CYP2D6', '(PA128)']]",belongs to,
rs113993960,"[['cysteamine', '(PA449171)']]",increased response to,
rs113993960,"[['CFTR', '(PA109)']]",belongs to,
rs6551665,"[['methylphenidate', '(PA450464)']]",increased response to,
rs6551665,"[['ADGRL3', '(PA134968284)']]",belongs to,
rs2279343,"[['efavirenz', '(PA449441)']]",increased concentrations of,
rs2279343,"[['CYP2B6', '(PA123)']]",belongs to,
"ADRB2 1, ADRB2 2, ADRB2 3","[['propranolol', '(PA451145)']]",increased response to,
"ADRB2 1, ADRB2 2, ADRB2 3","[['ADRB2', '(PA39)']]",belongs to,
rs1061622,"[['adalimumab', '(PA10004)'], ['etanercept', '(PA449515)'], ['infliximab', '(PA452639)'], ['ustekinumab', '(PA166048654)']]",decreased response to,
rs1061622,"[['TNFRSF1B', '(PA36610)']]",belongs to,
rs121913459,"[['homoharringtonine', '(PA166114929)']]",response to,
rs121913459,"[['ABL1', '(PA24413)']]",belongs to,
rs121913459,"[['nilotinib', '(PA165958345)']]",resistance to,
rs121913459,"[['ABL1', '(PA24413)']]",belongs to,
rs244898,"[['cisplatin', '(PA449014)']]",increased response to,
rs244898,"[['RARS', '(PA34231)']]",belongs to,
CYP2D6 ultrarapid metabolizer genotype,"[['CYP2D6', '(PA128)']]",belongs to,
rs1045642,"[['losartan', '(PA450268)']]",increased response to,
rs1045642,"[['ABCB1', '(PA267)']]",belongs to,
rs2032582,"[['ABCB1', '(PA267)']]",belongs to,
rs1128503,"[['ABCB1', '(PA267)']]",belongs to,
rs11212617,"[['ATM', '(PA61)']]",belongs to,
rs628031,"[['SLC22A1', '(PA329)']]",belongs to,
"CYP2C9*1, CYP2C9*13, CYP2C9*3","[['zafirlukast', '(PA451949)']]",decreased clearance of,
"CYP2C9*1, CYP2C9*13, CYP2C9*3","[['CYP2C9', '(PA126)']]",belongs to,
rs1051740,"[['carbamazepine', '(PA448785)']]",increased dose of,
rs1051740,"[['EPHX1', '(PA27829)']]",belongs to,
rs78655421,"[['ivacaftor', '(PA165950341)']]",response to,
rs78655421,"[['CFTR', '(PA109)']]",belongs to,
"ABCB1*1, ABCB1*2(PMID:11503014)","[['atazanavir', '(PA10251)']]",decreased clearance of,
"ABCB1*1, ABCB1*2(PMID:11503014)","[['ABCB1', '(PA267)']]",belongs to,
"ABCB1*1, ABCB1*2(PMID:11503014)","[['atazanavir', '(PA10251)'], ['ritonavir', '(PA451260)']]",decreased clearance of,
"ABCB1*1, ABCB1*2(PMID:11503014)","[['ABCB1', '(PA267)']]",belongs to,
"CYP2C9*1, CYP2C9*13, CYP2C9*3","[['zafirlukast', '(PA451949)']]",increased exposure to,
"CYP2C9*1, CYP2C9*13, CYP2C9*3","[['CYP2C9', '(PA126)']]",belongs to,
rs776746,"[['imatinib', '(PA10804)']]",increased trough concentration of,
rs776746,"[['CYP3A5', '(PA131)']]",belongs to,
rs3812718,"[['carbamazepine', '(PA448785)']]",increased dose of,
rs3812718,"[['SCN1A', '(PA301)']]",belongs to,
rs2032582,"[['ABCB1', '(PA267)']]",belongs to,
rs1128503,"[['ABCB1', '(PA267)']]",belongs to,
"CYP2D6*1, CYP2D6*10, CYP2D6*4, CYP2D6*41, CYP2D6*5, CYP2D6*6","[['primaquine', '(PA451103)']]",increased concentrations of,
"CYP2D6*1, CYP2D6*10, CYP2D6*4, CYP2D6*41, CYP2D6*5, CYP2D6*6","[['CYP2D6', '(PA128)']]",belongs to,
"CYP2D6*1, CYP2D6*10, CYP2D6*4, CYP2D6*41, CYP2D6*5, CYP2D6*6","[['primaquine', '(PA451103)']]",decreased clearance of,
"CYP2D6*1, CYP2D6*10, CYP2D6*4, CYP2D6*41, CYP2D6*5, CYP2D6*6","[['CYP2D6', '(PA128)']]",belongs to,
CYP2C19*17,"[['voriconazole', '(PA10233)']]",decreased concentrations of,
CYP2C19*17,"[['CYP2C19', '(PA124)']]",belongs to,
rs3812718,"[['oxcarbazepine', '(PA450732)']]",increased dose of,
rs3812718,"[['SCN1A', '(PA301)']]",belongs to,
rs7439366,"[['oxcarbazepine', '(PA450732)']]",increased dose of,
rs7439366,"[['UGT2B7', '(PA361)']]",belongs to,
rs2273697,"[['oxcarbazepine', '(PA450732)']]",increased dose of,
rs2273697,"[['ABCC2', '(PA116)']]",belongs to,
"CYP2C19*1, CYP2C19*2, CYP2C19*3","[['warfarin', '(PA451906)']]",increased dose of,
"CYP2C19*1, CYP2C19*2, CYP2C19*3","[['CYP2C19', '(PA124)']]",belongs to,
"CYP2C19*1, CYP2C19*2, CYP2C19*3","[['warfarin', '(PA451906)']]",increased dose of,
"CYP2C19*1, CYP2C19*2, CYP2C19*3","[['CYP2C19', '(PA124)']]",belongs to,
rs5182,"[['perindopril', '(PA450877)']]",decreased response to,
rs5182,"[['AGTR1', '(PA43)']]",belongs to,
rs12050217,"[['perindopril', '(PA450877)']]",decreased response to,
rs12050217,"[['BDKRB1', '(PA79)']]",belongs to,
rs12979860,"[['peginterferon', 'alfa-2b', '(PA164784024)'], ['ribavirin', '(PA451241)']]",increased response to,
rs12979860,"[['IFNL3', '(PA134952671)'], ['IFNL4', '(PA166049147)']]",belongs to,
rs9934438,"[['warfarin', '(PA451906)']]",dose of,
rs9934438,"[['VKORC1', '(PA133787052)']]",belongs to,
rs1128503,"[['methadone', '(PA450401)']]",increased concentrations of,
rs1128503,"[['ABCB1', '(PA267)']]",belongs to,
rs6813183,"[['methylphenidate', '(PA450464)']]",increased response to,
rs6813183,"[['ADGRL3', '(PA134968284)']]",belongs to,
rs776746,"[['sunitinib', '(PA162372840)']]",decreased dose of,
rs776746,"[['CYP3A5', '(PA131)']]",belongs to,
rs1801133,"[['capecitabine', '(PA448771)']]",increased exposure to,
rs1801133,"[['MTHFR', '(PA245)']]",belongs to,
rs11947402,"[['TSPAN5', '(PA134864098)']]",belongs to,
rs696692,"[['serotonin', '(PA166152901)']]",decreased concentrations of,
rs696692,"[['ERICH3', '(PA142672422)']]",belongs to,
rs11580409,"[['citalopram', '(PA449015)'], ['escitalopram', '(PA10074)']]",increased response to,
rs11580409,"[['ERICH3', '(PA142672422)']]",belongs to,
rs3785161,"[['CES1P1', '(PA134906523)']]",belongs to,
rs1801133,"[['methotrexate', '(PA450428)']]",decreased response to,
rs1801133,"[['MTHFR', '(PA245)']]",belongs to,
rs1801131,"[['methotrexate', '(PA450428)']]",decreased response to,
rs1801131,"[['MTHFR', '(PA245)']]",belongs to,
rs2032582,"[['methadone', '(PA450401)']]",increased concentrations of,
rs2032582,"[['ABCB1', '(PA267)']]",belongs to,
rs1045642,"[['methadone', '(PA450401)']]",increased concentrations of,
rs1045642,"[['ABCB1', '(PA267)']]",belongs to,
rs3745274,"[['nevirapine', '(PA450616)']]",increased concentrations of,
rs3745274,"[['CYP2B6', '(PA123)']]",belongs to,
rs762551,"[['nevirapine', '(PA450616)']]",increased response to,
rs762551,"[['CYP1A2', '(PA27093)']]",belongs to,
CYP2D6 extensive metabolizer and ultra-metabolizer,"[['endoxifen', '(PA166124478)']]",increased concentrations of,
CYP2D6 extensive metabolizer and ultra-metabolizer,"[['CYP2D6', '(PA128)']]",belongs to,
rs3766355,"[['latanoprost', '(PA164774763)']]",increased response to,
rs3766355,"[['PTGFR', '(PA290)']]",belongs to,
rs4910008,"[['tocilizumab', '(PA165292659)']]",increased response to,
rs4910008,"[['GALNT18', '(PA134950929)']]",belongs to,
rs5743854,"[['TOLLIP', '(PA134876213)']]",belongs to,
rs1983023,"[['deferasirox', '(PA164760843)']]",decreased concentrations of,
rs1983023,"[['UGT1A3', '(PA37178)']]",belongs to,
rs78655421,"[['ivacaftor', '(PA165950341)']]",response to,
rs78655421,"[['CFTR', '(PA109)']]",belongs to,
rs78655421,"[['ivacaftor', '(PA165950341)']]",response to,
rs78655421,"[['CFTR', '(PA109)']]",belongs to,
rs61361928,"[['ticagrelor', '(PA165374673)']]",decreased concentrations of,
rs61361928,"[['UGT2B7', '(PA361)']]",belongs to,
rs62471956,"[['ticagrelor', '(PA165374673)']]",decreased concentrations of,
rs62471956,"[['CYP3A43', '(PA427)']]",belongs to,
rs56324128,"[['ticagrelor', '(PA165374673)']]",decreased concentrations of,
rs56324128,"[['CYP3A4', '(PA130)']]",belongs to,
rs4149056,"[['ticagrelor', '(PA165374673)']]",decreased concentrations of,
rs4149056,"[['SLCO1B1', '(PA134865839)']]",belongs to,
rs113681054,"[['ticagrelor', '(PA165374673)']]",increased concentrations of,
rs113681054,"[['SLCO1B1', '(PA134865839)']]",belongs to,
rs696,"[['etanercept', '(PA449515)']]",response to,
rs696,"[['NFKBIA', '(PA31601)']]",belongs to,
rs2740574,"[['CYP3A4', '(PA130)']]",belongs to,
rs1042713,"[['propranolol', '(PA451145)']]",increased response to,
rs1042713,"[['ADRB2', '(PA39)']]",belongs to,
rs1799732,"[['bupropion', '(PA448687)']]",increased response to,
rs1799732,"[['DRD2', '(PA27478)']]",belongs to,
rs1799732,"[['nicotine', '(PA450626)']]",increased response to,
rs1799732,"[['DRD2', '(PA27478)']]",belongs to,
CYP2C19 poor metabolizers and intermediate metabolizers,"[['voriconazole', '(PA10233)']]",increased trough concentration of,
CYP2C19 poor metabolizers and intermediate metabolizers,"[['CYP2C19', '(PA124)']]",belongs to,
CYP2C19 intermediate metabolizers,"[['CYP2C19', '(PA124)']]",belongs to,
CYP2C19 poor metabolizers,"[['voriconazole', '(PA10233)']]",increased response to,
CYP2C19 poor metabolizers,"[['CYP2C19', '(PA124)']]",belongs to,
rs56160474,"[['DPYD', '(PA145)']]",belongs to,
rs1801159,"[['capecitabine', '(PA448771)'], ['fluorouracil', '(PA128406956)'], ['s', '1', '(combination)', '(PA166115442)']]",decreased response to,
rs1801159,"[['DPYD', '(PA145)']]",belongs to,
rs1801160,"[['DPYD', '(PA145)']]",belongs to,
rs2297595,"[['DPYD', '(PA145)']]",belongs to,
rs9923231,"[['warfarin', '(PA451906)']]",dose of,
rs9923231,"[['VKORC1', '(PA133787052)']]",belongs to,
"CYP2C9*1, CYP2C9*2","[['warfarin', '(PA451906)']]",dose of,
"CYP2C9*1, CYP2C9*2","[['CYP2C9', '(PA126)']]",belongs to,
"CYP2C9*1, CYP2C9*3","[['warfarin', '(PA451906)']]",dose of,
"CYP2C9*1, CYP2C9*3","[['CYP2C9', '(PA126)']]",belongs to,
rs10011796,"[['ABCG2', '(PA390)']]",belongs to,
rs4149056,"[['simvastatin', 'acid', '(PA166129446)']]",increased concentrations of,
rs4149056,"[['SLCO1B1', '(PA134865839)']]",belongs to,
rs9315310,"[['antidepressants', '(PA452229)']]",increased response to,
rs9315310,"[['NBEA', '(PA31454)']]",belongs to,
rs672170,"[['antidepressants', '(PA452229)']]",increased response to,
rs672170,"[['RGS17', '(PA34368)']]",belongs to,
rs2831440,"[['antidepressants', '(PA452229)']]",increased response to,
rs861539,"[['Platinum', 'compounds', '(PA164713176)']]",increased response to,
rs861539,"[['XRCC3', '(PA37422)']]",belongs to,
rs3729910,"[['glibenclamide', '(PA449782)']]",increased response to,
rs3729910,"[['MAPK1', '(PA30616)']]",belongs to,
rs1803545,"[['glibenclamide', '(PA449782)']]",increased response to,
rs1803545,"[['MAPK1', '(PA30616)']]",belongs to,
rs5224,"[['glibenclamide', '(PA449782)']]",increased response to,
rs5224,"[['BDKRB2', '(PA80)']]",belongs to,
rs2077647,"[['glibenclamide', '(PA449782)']]",increased response to,
rs2077647,"[['ESR1', '(PA156)']]",belongs to,
rs2303070,"[['glibenclamide', '(PA449782)']]",increased response to,
rs2303070,"[['SPINK5', '(PA37962)']]",belongs to,
rs4148269,"[['glibenclamide', '(PA449782)']]",increased response to,
rs4148269,"[['UGT2B15', '(PA37188)']]",belongs to,
rs3749442,"[['glibenclamide', '(PA449782)']]",increased response to,
rs3749442,"[['ABCC5', '(PA395)']]",belongs to,
rs1054097,"[['glibenclamide', '(PA449782)']]",increased response to,
rs1054097,"[['CHST13', '(PA134976803)']]",belongs to,
rs4148776,"[['glibenclamide', '(PA449782)']]",increased response to,
rs4148776,"[['ABCB11', '(PA374)']]",belongs to,
rs7515157,"[['glibenclamide', '(PA449782)']]",increased response to,
rs7515157,"[['FMO2', '(PA164741534)']]",belongs to,
rs7512785,"[['glibenclamide', '(PA449782)']]",increased response to,
rs7512785,"[['FMO2', '(PA164741534)']]",belongs to,
"CYP2C19*1, CYP2C19*2","[['CYP2C19', '(PA124)']]",belongs to,
rs2535629,"[['clozapine', '(PA449061)']]",increased response to,
rs2535629,"[['ITIH3', '(PA29966)']]",belongs to,
rs1801133,"[['methotrexate', '(PA450428)']]",increased exposure to,
rs1801133,"[['MTHFR', '(PA245)']]",belongs to,
DPYD*2A,"[['DPYD', '(PA145)']]",belongs to,
rs67376798,"[['DPYD', '(PA145)']]",belongs to,
"CYP2C19*17, CYP2C19*2, CYP2C19*3","[['esomeprazole', '(PA10075)'], ['pantoprazole', '(PA450774)']]",increased clearance of,
"CYP2C19*17, CYP2C19*2, CYP2C19*3","[['CYP2C19', '(PA124)']]",belongs to,
rs17180299,"[['methadone', '(PA450401)']]",increased concentrations of,
rs766127,"[['antidepressants', '(PA452229)']]",increased response to,
rs766127,"[['MTRF1L', '(PA134870441)']]",belongs to,
rs4737771,"[['antidepressants', '(PA452229)']]",decreased response to,
rs4737771,"[['CRH', '(PA119)']]",belongs to,
rs2532560,"[['antidepressants', '(PA452229)']]",increased response to,
rs2532560,"[['PARP11', '(PA25507)']]",belongs to,
rs49411,"[['antidepressants', '(PA452229)']]",decreased response to,
rs49411,"[['FHIT', '(PA28140)']]",belongs to,
rs521093,"[['antidepressants', '(PA452229)']]",increased response to,
rs16873129,"[['antidepressants', '(PA452229)']]",decreased response to,
rs16873129,"[['RAPGEF5', '(PA134902361)']]",belongs to,
rs2299267,"[['antidepressants', '(PA452229)']]",decreased response to,
rs2299267,"[['PON2', '(PA33530)']]",belongs to,
rs10997242,"[['antidepressants', '(PA452229)']]",decreased response to,
rs10997242,"[['CTNNA3', '(PA27010)']]",belongs to,
rs2112460,"[['antidepressants', '(PA452229)']]",increased response to,
rs2112460,"[['CACNA1A', '(PA26007)']]",belongs to,
rs2071303,"[['adalimumab', '(PA10004)']]",increased response to,
rs2071303,"[['HFE', '(PA29263)']]",belongs to,
rs1800544,"[['methylphenidate', '(PA450464)']]",decreased response to,
rs1800544,"[['ADRA2A', '(PA35)']]",belongs to,
rs78655421,"[['ivacaftor', '(PA165950341)']]",response to,
rs78655421,"[['CFTR', '(PA109)']]",belongs to,
rs2514036,"[['bisoprolol', '(PA448641)']]",increased response to,
rs2514036,"[['ACY3', '(PA134936640)']]",belongs to,
rs3814995,"[['losartan', '(PA450268)']]",increased response to,
rs3814995,"[['NPHS1', '(PA31709)']]",belongs to,
rs1801157,"[['alemtuzumab', '(PA164783958)'], ['chlorambucil', '(PA448926)'], ['cyclophosphamide', '(PA449165)'], ['fludarabine', '(PA449655)'], ['prednisone', '(PA451100)'], ['rituximab', '(PA451261)'], ['vincristine', '(PA451879)']]",decreased response to,
rs1801157,"[['CXCL12', '(PA35602)']]",belongs to,
rs4646,"[['tamoxifen', '(PA451581)']]",increased response to,
rs4646,"[['CYP19A1', '(PA27091)']]",belongs to,
rs4244285,"[['clopidogrel', '(PA449053)'], ['prasugrel', '(PA154410481)'], ['ticagrelor', '(PA165374673)']]",response to,
rs4244285,"[['CYP2C19', '(PA124)']]",belongs to,
rs1799852,"[['adalimumab', '(PA10004)']]",increased response to,
rs1799852,"[['TF', '(PA36457)']]",belongs to,
rs1130864,"[['adalimumab', '(PA10004)']]",increased response to,
rs1130864,"[['CRP', '(PA120)']]",belongs to,
DPYD*2A,"[['fluorouracil', '(PA128406956)']]",decreased clearance of,
DPYD*2A,"[['DPYD', '(PA145)']]",belongs to,
"CYP2D6*1, CYP2D6*10","[['dextromethorphan', '(PA449273)']]",increased exposure to,
"CYP2D6*1, CYP2D6*10","[['CYP2D6', '(PA128)']]",belongs to,
"CYP2C19*1, CYP2C19*2","[['clopidogrel', '(PA449053)']]",increased resistance to,
"CYP2C19*1, CYP2C19*2","[['CYP2C19', '(PA124)']]",belongs to,
"CYP2C9*1, CYP2C9*2","[['warfarin', '(PA451906)']]",decreased dose of,
"CYP2C9*1, CYP2C9*2","[['CYP2C9', '(PA126)']]",belongs to,
"CYP2C9*1, CYP2C9*3","[['warfarin', '(PA451906)']]",decreased dose of,
"CYP2C9*1, CYP2C9*3","[['CYP2C9', '(PA126)']]",belongs to,
rs9923231,"[['warfarin', '(PA451906)']]",decreased dose of,
rs9923231,"[['VKORC1', '(PA133787052)']]",belongs to,
rs17376848,"[['fluorouracil', '(PA128406956)']]",increased concentrations of,
rs17376848,"[['DPYD', '(PA145)']]",belongs to,
rs9373839,"[['adalimumab', '(PA10004)']]",increased response to,
rs9373839,"[['ATG5', '(PA24880)']]",belongs to,
rs510432,"[['adalimumab', '(PA10004)']]",increased response to,
rs510432,"[['ATG5', '(PA24880)']]",belongs to,
rs72558189,"[['warfarin', '(PA451906)']]",dose of,
rs72558189,"[['CYP2C9', '(PA126)']]",belongs to,
rs1799853,"[['warfarin', '(PA451906)']]",dose of,
rs1799853,"[['CYP2C9', '(PA126)']]",belongs to,
rs9332131,"[['warfarin', '(PA451906)']]",dose of,
rs9332131,"[['CYP2C9', '(PA126)']]",belongs to,
rs28371685,"[['warfarin', '(PA451906)']]",dose of,
rs28371685,"[['CYP2C9', '(PA126)']]",belongs to,
rs755648929,"[['mivacurium', '(PA450528)']]",increased response to,
rs755648929,"[['BCHE', '(PA25294)']]",belongs to,
"CYP2C19*1, CYP2C19*17","[['CYP2C19', '(PA124)']]",belongs to,
rs11052877,"[['tocilizumab', '(PA165292659)']]",increased response to,
rs11052877,"[['CD69', '(PA26233)']]",belongs to,
"CYP2C9*1, CYP2C9*2","[['CYP2C9', '(PA126)']]",belongs to,
rs116855232,"[['azathioprine', '(PA448515)']]",decreased dose of,
rs116855232,"[['NUDT15', '(PA134963132)']]",belongs to,
CYP2D6 poor metabolizer,"[['donepezil', '(PA449394)']]",decreased metabolism of,
CYP2D6 poor metabolizer,"[['CYP2D6', '(PA128)']]",belongs to,
"CYP2D6*3, CYP2D6*4, CYP2D6*5, CYP2D6*6","[['debrisoquine', '(PA452616)']]",decreased metabolism of,
"CYP2D6*3, CYP2D6*4, CYP2D6*5, CYP2D6*6","[['CYP2D6', '(PA128)']]",belongs to,
DPYD*2A,"[['capecitabine', '(PA448771)'], ['fluorouracil', '(PA128406956)']]",decreased dose of,
DPYD*2A,"[['DPYD', '(PA145)']]",belongs to,
DPYD*13,"[['capecitabine', '(PA448771)'], ['fluorouracil', '(PA128406956)']]",decreased dose of,
DPYD*13,"[['DPYD', '(PA145)']]",belongs to,
rs56038477,"[['capecitabine', '(PA448771)'], ['fluorouracil', '(PA128406956)']]",decreased dose of,
rs56038477,"[['DPYD', '(PA145)']]",belongs to,
"CYP2C19*1, CYP2C19*2, CYP2C19*3","[['brivaracetam', '(PA166153491)']]",decreased metabolism of,
"CYP2C19*1, CYP2C19*2, CYP2C19*3","[['CYP2C19', '(PA124)']]",belongs to,
rs1057868,"[['POR', '(PA33532)']]",belongs to,
"SLC6A4 HTTLPR short form (S allele), SLC6A4 L allele-rs25531C, SLC6A4 L allele-rs25531T","[['SLC6A4', '(PA312)']]",belongs to,
"SLC6A4 HTTLPR long form (L allele), SLC6A4 HTTLPR short form (S allele)","[['fluoxetine', '(PA449673)']]",increased response to,
"SLC6A4 HTTLPR long form (L allele), SLC6A4 HTTLPR short form (S allele)","[['SLC6A4', '(PA312)']]",belongs to,
rs1049174,"[['peginterferon', 'alfa-2b', '(PA164784024)'], ['ribavirin', '(PA451241)']]",increased response to,
rs1049174,"[['KLRK1', '(PA128394594)']]",belongs to,
rs2279343,"[['propofol', '(PA451141)']]",decreased clearance of,
rs2279343,"[['CYP2B6', '(PA123)']]",belongs to,
rs7574865,"[['ustekinumab', '(PA166048654)']]",increased response to,
rs7574865,"[['STAT4', '(PA36185)']]",belongs to,
rs1127354,"[['ribavirin', '(PA451241)']]",decreased dose of,
rs1127354,"[['ITPA', '(PA29973)']]",belongs to,
rs5744247,"[['tacrolimus', '(PA451578)']]",increased dose-adjusted trough concentrations of,
rs5744247,"[['IL18', '(PA29802)']]",belongs to,
rs1045642,"[['imatinib', '(PA10804)']]",increased concentrations of,
rs1045642,"[['ABCB1', '(PA267)']]",belongs to,
rs2032582,"[['ABCB1', '(PA267)']]",belongs to,
rs2032582,"[['ABCB1', '(PA267)']]",belongs to,
rs1128503,"[['ABCB1', '(PA267)']]",belongs to,
rs2231142,"[['felodipine', '(PA449591)']]",increased exposure to,
rs2231142,"[['ABCG2', '(PA390)']]",belongs to,
"CYP3A5*1A, CYP3A5*3A","[['felodipine', '(PA449591)']]",increased exposure to,
"CYP3A5*1A, CYP3A5*3A","[['CYP3A5', '(PA131)']]",belongs to,
rs4148323,"[['UGT1A1', '(PA420)']]",belongs to,
rs1427407,"[['hydroxyurea', '(PA449942)']]",increased response to,
rs1427407,"[['BCL11A', '(PA25300)']]",belongs to,
rs766432,"[['hydroxyurea', '(PA449942)']]",increased response to,
rs766432,"[['BCL11A', '(PA25300)']]",belongs to,
rs4671393,"[['hydroxyurea', '(PA449942)']]",increased response to,
rs4671393,"[['BCL11A', '(PA25300)']]",belongs to,
rs2032582,"[['ABCB1', '(PA267)']]",belongs to,
"CYP3A5*1A, CYP3A5*3A","[['tacrolimus', '(PA451578)']]",increased dose of,
"CYP3A5*1A, CYP3A5*3A","[['CYP3A5', '(PA131)']]",belongs to,
"CYP3A5*1A, CYP3A5*3A","[['tacrolimus', '(PA451578)']]",decreased dose-adjusted trough concentrations of,
"CYP3A5*1A, CYP3A5*3A","[['CYP3A5', '(PA131)']]",belongs to,
rs1128503,"[['ABCB1', '(PA267)']]",belongs to,
rs8175347,"[['UGT1A1', '(PA420)'], ['UGT1A7', '(PA37182)'], ['UGT1A8', '(PA37183)']]",belongs to,
rs4148323,"[['UGT1A1', '(PA420)']]",belongs to,
"CYP2D6*1, CYP2D6*10, CYP2D6*2, CYP2D6*4, CYP2D6*41, CYP2D6*5","[['CYP2D6', '(PA128)']]",belongs to,
"CYP2C9*1, CYP2C9*3","[['pioglitazone', '(PA450970)']]",increased metabolism of,
"CYP2C9*1, CYP2C9*3","[['CYP2C9', '(PA126)']]",belongs to,
rs1801133,"[['bevacizumab', '(PA130232992)'], ['capecitabine', '(PA448771)'], ['cisplatin', '(PA449014)'], ['docetaxel', '(PA449383)'], ['epirubicin', '(PA449476)'], ['oxaliplatin', '(PA131285527)'], ['trastuzumab', '(PA451743)']]",decreased response to,
rs1801133,"[['MTHFR', '(PA245)']]",belongs to,
rs2072671,"[['CDA', '(PA98)']]",belongs to,
rs1695,"[['GSTP1', '(PA29028)']]",belongs to,
rs45445694,"[['bevacizumab', '(PA130232992)'], ['capecitabine', '(PA448771)'], ['cisplatin', '(PA449014)'], ['docetaxel', '(PA449383)'], ['epirubicin', '(PA449476)'], ['oxaliplatin', '(PA131285527)'], ['trastuzumab', '(PA451743)']]",decreased response to,
rs45445694,"[['TYMS', '(PA359)']]",belongs to,
rs2307240,"[['clopidogrel', '(PA449053)']]",increased response to,
rs2307240,"[['CES1', '(PA107)']]",belongs to,
"CYP3A5*1A, CYP3A5*3A","[['tacrolimus', '(PA451578)']]",increased dose-adjusted trough concentrations of,
"CYP3A5*1A, CYP3A5*3A","[['CYP3A5', '(PA131)']]",belongs to,
"CYP3A5*1A, CYP3A5*3A","[['tacrolimus', '(PA451578)']]",decreased dose of,
"CYP3A5*1A, CYP3A5*3A","[['CYP3A5', '(PA131)']]",belongs to,
rs9200,"[['tacrolimus', '(PA451578)']]",decreased dose-adjusted trough concentrations of,
rs9200,"[['C6', '(PA25921)']]",belongs to,
