head,tail,relation
"TPMT*1, TPMT*3A, TPMT*3B","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*3A, TPMT*3B","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*3C","[['TPMT', '(PA356)']]",belongs to
rs2108622,"[['CYP4F2', '(PA27121)']]",belongs to
rs1060463,"[['CYP4F11', '(PA27120)']]",belongs to
CYP2A6*16,"[['CYP2A6', '(PA121)']]",belongs to
CYP2A6*22,"[['methoxsalen', '(PA450433)']]",decreased enzyme activity of
CYP2A6*22,"[['CYP2A6', '(PA121)']]",belongs to
rs80143932,"[['DCK', '(PA137)']]",belongs to
rs2011425,"[['UGT1A4', '(PA37179)']]",belongs to
rs6755571,"[['UGT1A4', '(PA37179)']]",belongs to
rs2108622,"[['vitamin', 'e', '(PA451900)']]",decreased enzyme activity of
rs2108622,"[['CYP4F2', '(PA27121)']]",belongs to
rs3093105,"[['vitamin', 'e', '(PA451900)']]",increased catalytic activity of
rs3093105,"[['CYP4F2', '(PA27121)']]",belongs to
"TPMT*1, TPMT*37","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*37","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*2, TPMT*3A, TPMT*3C","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*21","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*21","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*9","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*9","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*34","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*34","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*33","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*33","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*2, TPMT*3A, TPMT*3C","[['mercaptopurine', '(PA450379)']]",decreased activity of
"TPMT*1, TPMT*2, TPMT*3A, TPMT*3C","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*2, TPMT*3A, TPMT*3B, TPMT*3C","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*20","[['thioguanine', '(PA451663)']]",decreased enzyme activity of
"TPMT*1, TPMT*20","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*8","[['mercaptopurine', '(PA450379)']]",increased expression of
"TPMT*1, TPMT*8","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*3A","[['thioguanine', '(PA451663)']]",decreased enzyme activity of
"TPMT*1, TPMT*3A","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*3B","[['thioguanine', '(PA451663)']]",decreased enzyme activity of
"TPMT*1, TPMT*3B","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*3C","[['thioguanine', '(PA451663)']]",decreased enzyme activity of
"TPMT*1, TPMT*3C","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*5","[['thioguanine', '(PA451663)']]",decreased enzyme activity of
"TPMT*1, TPMT*5","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*6","[['thioguanine', '(PA451663)']]",decreased enzyme activity of
"TPMT*1, TPMT*6","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*9","[['thioguanine', '(PA451663)']]",decreased enzyme activity of
"TPMT*1, TPMT*9","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*10","[['thioguanine', '(PA451663)']]",decreased enzyme activity of
"TPMT*1, TPMT*10","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*12","[['thioguanine', '(PA451663)']]",decreased enzyme activity of
"TPMT*1, TPMT*12","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*19","[['thioguanine', '(PA451663)']]",decreased enzyme activity of
"TPMT*1, TPMT*19","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*23","[['thioguanine', '(PA451663)']]",decreased enzyme activity of
"TPMT*1, TPMT*23","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*14","[['thioguanine', '(PA451663)']]",decreased enzyme activity of
"TPMT*1, TPMT*14","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*22","[['thioguanine', '(PA451663)']]",decreased enzyme activity of
"TPMT*1, TPMT*22","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*21","[['thioguanine', '(PA451663)']]",decreased enzyme activity of
"TPMT*1, TPMT*21","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*18","[['thioguanine', '(PA451663)']]",decreased enzyme activity of
"TPMT*1, TPMT*18","[['TPMT', '(PA356)']]",belongs to
"TPMT*28, TPMT*3A","[['TPMT', '(PA356)']]",belongs to
"CYP2C19*1, CYP2C19*13","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*13","[['fluconazole', '(PA449653)'], ['fluvoxamine', '(PA449690)']]",increased sensitivity to
"CYP2C19*1, CYP2C19*13","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*13","[['sertraline', '(PA451333)']]",decreased sensitivity to
"CYP2C19*1, CYP2C19*13","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*14","[['celecoxib', '(PA448871)'], ['fluconazole', '(PA449653)']]",increased sensitivity to
"CYP2C19*1, CYP2C19*14","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*14","[['fluoxetine', '(PA449673)'], ['sertraline', '(PA451333)']]",decreased sensitivity to
"CYP2C19*1, CYP2C19*14","[['CYP2C19', '(PA124)']]",belongs to
CYP2A6*15,"[['methoxsalen', '(PA450433)']]",decreased enzyme activity of
CYP2A6*15,"[['CYP2A6', '(PA121)']]",belongs to
"TPMT*1, TPMT*3A","[['thioguanine', '(PA451663)']]",decreased enzyme activity of
"TPMT*1, TPMT*3A","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*3A, TPMT*3C","[['thioguanine', '(PA451663)']]",decreased enzyme activity of
"TPMT*1, TPMT*3A, TPMT*3C","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*2","[['thioguanine', '(PA451663)']]",decreased enzyme activity of
"TPMT*1, TPMT*2","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*3A","[['thioguanine', '(PA451663)']]",decreased enzyme activity of
"TPMT*1, TPMT*3A","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*17","[['thioguanine', '(PA451663)']]",decreased enzyme activity of
"TPMT*1, TPMT*17","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*18","[['thioguanine', '(PA451663)']]",decreased enzyme activity of
"TPMT*1, TPMT*18","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*3C","[['thioguanine', '(PA451663)']]",decreased enzyme activity of
"TPMT*1, TPMT*3C","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*9","[['thioguanine', '(PA451663)']]",decreased enzyme activity of
"TPMT*1, TPMT*9","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*16","[['thioguanine', '(PA451663)']]",decreased enzyme activity of
"TPMT*1, TPMT*16","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*2, TPMT*3A, TPMT*3B","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*3C","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*32","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*32","[['TPMT', '(PA356)']]",belongs to
"CYP2C19*1, CYP2C19*19","[['omeprazole', '(PA450704)']]",increased activity of
"CYP2C19*1, CYP2C19*19","[['CYP2C19', '(PA124)']]",belongs to
"TPMT*1, TPMT*2","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*2","[['TPMT', '(PA356)']]",belongs to
"SLCO1B1*1A, SLCO1B1*1B","[['SLCO1B1', '(PA134865839)']]",belongs to
"SLCO1B1*14, SLCO1B1*1A","[['SLCO1B1', '(PA134865839)']]",belongs to
"SLCO1B1*1A, SLCO1B1*35","[['SLCO1B1', '(PA134865839)']]",belongs to
"TPMT*1, TPMT*3A","[['mercaptopurine', '(PA450379)']]",decreased activity of
"TPMT*1, TPMT*3A","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*8","[['mercaptopurine', '(PA450379)']]",decreased activity of
"TPMT*1, TPMT*8","[['TPMT', '(PA356)']]",belongs to
CYP2A6*21,"[['methoxsalen', '(PA450433)']]",decreased enzyme activity of
CYP2A6*21,"[['CYP2A6', '(PA121)']]",belongs to
"TPMT*1, TPMT*3B, TPMT*3C","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*3B, TPMT*3C","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*3A, TPMT*3B, TPMT*3C","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*3A, TPMT*3B, TPMT*3C","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*2, TPMT*3A, TPMT*3C","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*2, TPMT*3A, TPMT*3C","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*3C","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*3C","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*19","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*19","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*16","[['thioguanine', '(PA451663)']]",decreased clearance of
"TPMT*1, TPMT*16","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*16","[['thioguanine', '(PA451663)']]",decreased enzyme activity of
"TPMT*1, TPMT*16","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*3A","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*3A","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*3A, TPMT*3C","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*3A, TPMT*3C","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*3C","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*3C","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*20, TPMT*21, TPMT*22","[['thioguanine', '(PA451663)']]",decreased enzyme activity of
"TPMT*1, TPMT*20, TPMT*21, TPMT*22","[['TPMT', '(PA356)']]",belongs to
"CYP2C19*1, CYP2C19*19","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*18","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*19","[['mephenytoin', '(PA450373)']]",decreased catalytic activity of
"CYP2C19*1, CYP2C19*19","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*18","[['CYP2C19', '(PA124)']]",belongs to
rs1045642,"[['ABCB1', '(PA267)']]",belongs to
"TPMT*1, TPMT*2, TPMT*3A, TPMT*3B, TPMT*3C, TPMT*3D, TPMT*5, TPMT*6","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*2, TPMT*3A, TPMT*3B, TPMT*3C, TPMT*3D, TPMT*5, TPMT*6","[['TPMT', '(PA356)']]",belongs to
"TPMT*2, TPMT*3A, TPMT*3C, TPMT*4","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*2, TPMT*3A, TPMT*3C, TPMT*4","[['TPMT', '(PA356)']]",belongs to
"CYP2C19*1, CYP2C19*14","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*15","[['fluvoxamine', '(PA449690)'], ['omeprazole', '(PA450704)']]",increased sensitivity to
"CYP2C19*1, CYP2C19*15","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*15","[['fluoxetine', '(PA449673)'], ['tranylcypromine', '(PA451741)']]",decreased sensitivity to
"CYP2C19*1, CYP2C19*15","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*15","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*16","[['celecoxib', '(PA448871)'], ['fluoxetine', '(PA449673)'], ['ketoconazole', '(PA450146)'], ['sertraline', '(PA451333)'], ['ticlopidine', '(PA451686)']]",decreased sensitivity to
"CYP2C19*1, CYP2C19*16","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*16","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*18","[['fluvoxamine', '(PA449690)'], ['omeprazole', '(PA450704)']]",increased sensitivity to
"CYP2C19*1, CYP2C19*18","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*18","[['celecoxib', '(PA448871)'], ['fluoxetine', '(PA449673)'], ['ketoconazole', '(PA450146)'], ['ticlopidine', '(PA451686)']]",decreased sensitivity to
"CYP2C19*1, CYP2C19*18","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*19","[['fluoxetine', '(PA449673)'], ['fluvoxamine', '(PA449690)'], ['ketoconazole', '(PA450146)'], ['omeprazole', '(PA450704)'], ['sertraline', '(PA451333)'], ['ticlopidine', '(PA451686)'], ['tranylcypromine', '(PA451741)']]",decreased sensitivity to
"CYP2C19*1, CYP2C19*19","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*19","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*19","[['celecoxib', '(PA448871)']]",increased sensitivity to
"CYP2C19*1, CYP2C19*19","[['CYP2C19', '(PA124)']]",belongs to
"TPMT*1, TPMT*2","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*2","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*3A","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*3A","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*3B","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*3B","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*3C","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*3C","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*5","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*5","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*6","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*6","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*8","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*8","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*10","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*10","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*11","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*11","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*12","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*12","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*13","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*13","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*7","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*9","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*2, TPMT*3A, TPMT*3C","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*2, TPMT*3A, TPMT*3C","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*3C","[['mercaptopurine', '(PA450379)']]",decreased activity of
"TPMT*1, TPMT*3C","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*3C","[['mercaptopurine', '(PA450379)']]",decreased activity of
"TPMT*1, TPMT*3C","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*3A","[['mercaptopurine', '(PA450379)']]",decreased activity of
"TPMT*1, TPMT*3A","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*11, TPMT*3A","[['thioguanine', '(PA451663)']]",decreased enzyme activity of
"TPMT*1, TPMT*11, TPMT*3A","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*14, TPMT*15, TPMT*3A","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*14, TPMT*15, TPMT*3A","[['TPMT', '(PA356)']]",belongs to
"CYP2C19*1, CYP2C19*8","[['fluconazole', '(PA449653)'], ['fluoxetine', '(PA449673)'], ['fluvoxamine', '(PA449690)'], ['ketoconazole', '(PA450146)'], ['omeprazole', '(PA450704)'], ['sertraline', '(PA451333)'], ['ticlopidine', '(PA451686)'], ['tranylcypromine', '(PA451741)'], ['troglitazone', '(PA451799)']]",decreased sensitivity to
"CYP2C19*1, CYP2C19*8","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*8","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*9","[['celecoxib', '(PA448871)'], ['fluoxetine', '(PA449673)'], ['ketoconazole', '(PA450146)'], ['sertraline', '(PA451333)'], ['troglitazone', '(PA451799)']]",decreased sensitivity to
"CYP2C19*1, CYP2C19*9","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*9","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*9","[['fluconazole', '(PA449653)'], ['fluvoxamine', '(PA449690)']]",increased sensitivity to
"CYP2C19*1, CYP2C19*9","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*10","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*10","[['fluoxetine', '(PA449673)']]",decreased sensitivity to
"CYP2C19*1, CYP2C19*10","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*11","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*11","[['fluconazole', '(PA449653)'], ['fluvoxamine', '(PA449690)'], ['sertraline', '(PA451333)']]",increased sensitivity to
"CYP2C19*1, CYP2C19*11","[['CYP2C19', '(PA124)']]",belongs to
rs4124874,"[['UGT1A1', '(PA420)']]",belongs to
"TPMT*1, TPMT*2","[['mercaptopurine', '(PA450379)']]",decreased expression of
"TPMT*1, TPMT*2","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*3A","[['mercaptopurine', '(PA450379)']]",decreased expression of
"TPMT*1, TPMT*3A","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*5","[['mercaptopurine', '(PA450379)']]",decreased expression of
"TPMT*1, TPMT*5","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*12","[['mercaptopurine', '(PA450379)']]",decreased expression of
"TPMT*1, TPMT*12","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*14","[['mercaptopurine', '(PA450379)']]",decreased expression of
"TPMT*1, TPMT*14","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*22","[['mercaptopurine', '(PA450379)']]",decreased expression of
"TPMT*1, TPMT*22","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*30","[['thioguanine', '(PA451663)']]",decreased enzyme activity of
"TPMT*1, TPMT*30","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*17","[['thioguanine', '(PA451663)']]",decreased enzyme activity of
"TPMT*1, TPMT*17","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*7","[['thioguanine', '(PA451663)']]",decreased enzyme activity of
"TPMT*1, TPMT*7","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*2","[['thioguanine', '(PA451663)']]",decreased enzyme activity of
"TPMT*1, TPMT*2","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*18","[['mercaptopurine', '(PA450379)']]",decreased expression of
"TPMT*1, TPMT*18","[['TPMT', '(PA356)']]",belongs to
"CYP2C19*1, CYP2C19*10","[['clopidogrel', '(PA449053)']]",decreased catalytic activity of
"CYP2C19*1, CYP2C19*10","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*10","[['omeprazole', '(PA450704)']]",decreased catalytic activity of
"CYP2C19*1, CYP2C19*10","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*10","[['mephenytoin', '(PA450373)']]",decreased catalytic activity of
"CYP2C19*1, CYP2C19*10","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*10, CYP2C19*16, CYP2C19*19, CYP2C19*8, CYP2C19*9","[['3-cyano-7-ethoxycoumarin', '(PA166123047)']]",decreased clearance of
"CYP2C19*1, CYP2C19*10, CYP2C19*16, CYP2C19*19, CYP2C19*8, CYP2C19*9","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*10, CYP2C19*8","[['3-cyano-7-ethoxycoumarin', '(PA166123047)']]",decreased catalytic activity of
"CYP2C19*1, CYP2C19*10, CYP2C19*8","[['CYP2C19', '(PA124)']]",belongs to
rs2032582,"[['ABCB1', '(PA267)']]",belongs to
rs3806598,"[['SN-38', '(PA165110775)']]",increased clearance of
rs3806598,"[['UGT1A9', '(PA419)']]",belongs to
rs3806598,"[['UGT1A9', '(PA419)']]",belongs to
rs3806598,"[['UGT1A9', '(PA419)']]",belongs to
rs2741049,"[['SN-38', '(PA165110775)']]",increased clearance of
rs2741049,"[['UGT1A9', '(PA419)']]",belongs to
rs2741049,"[['UGT1A9', '(PA419)']]",belongs to
rs2741049,"[['UGT1A9', '(PA419)']]",belongs to
"UGT1A1*1, UGT1A1*60","[['SN-38', '(PA165110775)']]",decreased clearance of
"UGT1A1*1, UGT1A1*60","[['UGT1A1', '(PA420)']]",belongs to
"UGT1A1*1, UGT1A1*60","[['UGT1A1', '(PA420)']]",belongs to
"UGT1A1*1, UGT1A1*60","[['UGT1A1', '(PA420)']]",belongs to
"UGT1A1*1, UGT1A1*91","[['UGT1A1', '(PA420)']]",belongs to
"UGT1A1*1, UGT1A1*91","[['UGT1A1', '(PA420)']]",belongs to
"UGT1A1*1, UGT1A1*91","[['UGT1A1', '(PA420)']]",belongs to
"UGT1A1*1, UGT1A1*6, UGT1A1*60","[['SN-38', '(PA165110775)']]",decreased clearance of
"UGT1A1*1, UGT1A1*6, UGT1A1*60","[['UGT1A1', '(PA420)']]",belongs to
"UGT1A1*1, UGT1A1*6, UGT1A1*60","[['UGT1A1', '(PA420)']]",belongs to
"UGT1A1*1, UGT1A1*6, UGT1A1*60","[['UGT1A1', '(PA420)']]",belongs to
"UGT1A9*1a, UGT1A9*1b","[['UGT1A9', '(PA419)']]",belongs to
"UGT1A9*1a, UGT1A9*1b","[['UGT1A9', '(PA419)']]",belongs to
"UGT1A9*1a, UGT1A9*1b","[['SN-38', '(PA165110775)']]",increased clearance of
"UGT1A9*1a, UGT1A9*1b","[['UGT1A9', '(PA419)']]",belongs to
rs3732219,"[['UGT1A4', '(PA37179)']]",belongs to
rs8330,"[['tamoxifen', '(PA451581)']]",decreased activity of
rs8330,"[['UGT1A4', '(PA37179)']]",belongs to
rs2231142,"[['ABCG2', '(PA390)']]",belongs to
"TPMT*3A, TPMT*3C","[['mercaptopurine', '(PA450379)']]",enzyme activity of
"TPMT*3A, TPMT*3C","[['TPMT', '(PA356)']]",belongs to
rs145119820,"[['CYP2C19', '(PA124)']]",belongs to
rs141011391,"[['CYP2C9', '(PA126)']]",belongs to
CYP2C19*22,"[['CYP2C19', '(PA124)']]",belongs to
CYP2C9*31,"[['CYP2C9', '(PA126)']]",belongs to
CYP2C9*32,"[['CYP2C9', '(PA126)']]",belongs to
CYP2C9*9,"[['CYP2C9', '(PA126)']]",belongs to
"TPMT*1, TPMT*3A, TPMT*3C","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*1, TPMT*3A, TPMT*3C","[['TPMT', '(PA356)']]",belongs to
"TPMT*23, TPMT*3A","[['mercaptopurine', '(PA450379)']]",decreased enzyme activity of
"TPMT*23, TPMT*3A","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*7","[['thioguanine', '(PA451663)']]",decreased clearance of
"TPMT*1, TPMT*7","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*12","[['thioguanine', '(PA451663)']]",decreased clearance of
"TPMT*1, TPMT*12","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*10","[['thioguanine', '(PA451663)']]",decreased clearance of
"TPMT*1, TPMT*10","[['TPMT', '(PA356)']]",belongs to
"TPMT*1, TPMT*13","[['thioguanine', '(PA451663)']]",decreased clearance of
"TPMT*1, TPMT*13","[['TPMT', '(PA356)']]",belongs to
rs7867504,"[['gemcitabine', 'triphosphate', 'ditriethylamine', '(PA166122506)']]",increased formation of
rs7867504,"[['SLC28A3', '(PA426)']]",belongs to
"CYP2C19*1, CYP2C19*10, CYP2C19*14, CYP2C19*19, CYP2C19*23, CYP2C19*25, CYP2C19*26","[['clopidogrel', '(PA449053)']]",decreased clearance of
"CYP2C19*1, CYP2C19*10, CYP2C19*14, CYP2C19*19, CYP2C19*23, CYP2C19*25, CYP2C19*26","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*23","[['mephenytoin', '(PA450373)']]",increased clearance of
"CYP2C19*1, CYP2C19*23","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*10, CYP2C19*14, CYP2C19*19, CYP2C19*25, CYP2C19*26","[['mephenytoin', '(PA450373)']]",decreased clearance of
"CYP2C19*1, CYP2C19*10, CYP2C19*14, CYP2C19*19, CYP2C19*25, CYP2C19*26","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*10, CYP2C19*14, CYP2C19*19, CYP2C19*25, CYP2C19*26","[['mephenytoin', '(PA450373)']]",decreased catalytic activity of
"CYP2C19*1, CYP2C19*10, CYP2C19*14, CYP2C19*19, CYP2C19*25, CYP2C19*26","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*11, CYP2C19*13, CYP2C19*15, CYP2C19*18, CYP2C19*28","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*23","[['mephenytoin', '(PA450373)']]",increased catalytic activity of
"CYP2C19*1, CYP2C19*23","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*11, CYP2C19*13, CYP2C19*15, CYP2C19*18, CYP2C19*28","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*11, CYP2C19*13, CYP2C19*15, CYP2C19*18","[['CYP2C19', '(PA124)']]",belongs to
"CYP2C19*1, CYP2C19*28","[['clopidogrel', '(PA449053)']]",increased clearance of
"CYP2C19*1, CYP2C19*28","[['CYP2C19', '(PA124)']]",belongs to
